ID, Splay Tree Integer Sequence, AVL Tree Integer Sequence, Binary Tree Integer Sequence, Splay Tree Random Sequence, AVL Tree Random Sequence, Binary Tree Random Sequence, Splay Tree Duplicate Integer Sequence, AVL Tree Duplicate Integer Sequence, Binary Tree Duplicate Integer Sequence, Splay Tree Prime Integer Sequence, AVL Tree Prime Integer Sequence, Binary Tree Integer Sequence
5877, 16, 12, 16, 23, 13, 21, 2, 12, 16, -1, -1, -1
5878, 13, 12, 14, 12, 6, 11, 3, 12, 16, -1, -1, -1
5879, 21, 11, 11, 14, 11, 17, 1, 12, 16, -1, -1, -1
5880, 20, 11, 16, 11, 13, 18, 23, 11, 14, -1, -1, -1
5881, 16, 12, 9, 20, 12, 18, 2, 11, 14, -1, -1, -1
5882, 16, 12, 16, 12, 14, 18, 3, 11, 14, -1, -1, -1
5883, 19, 13, 16, 18, 14, 20, 1, 11, 14, -1, -1, -1
5884, 15, 14, 14, 23, 12, 10, 2, 11, 14, -1, -1, -1
5885, 13, 12, 6, 11, 11, 16, 13, 8, 15, -1, -1, -1
5886, 11, 13, 8, 13, 13, 18, 3, 8, 15, -1, -1, -1
5887, 10, 12, 17, 16, 10, 11, 1, 8, 15, -1, -1, -1
5888, 8, 10, 10, 18, 13, 18, 1, 8, 15, -1, -1, -1
5889, 11, 12, 12, 18, 13, 16, 1, 8, 15, -1, -1, -1
5890, 16, 12, 14, 19, 13, 13, 13, 9, 17, -1, -1, -1
5891, 16, 12, 19, 10, 9, 25, 1, 9, 17, -1, -1, -1
5892, 15, 11, 16, 19, 11, 19, 1, 9, 17, -1, -1, -1
5893, 7, 10, 24, 23, 11, 21, 2, 9, 17, -1, -1, -1
5894, 15, 12, 7, 11, 13, 19, 2, 9, 17, -1, -1, -1
5895, 10, 11, 14, 16, 12, 11, 16, 7, 12, -1, -1, -1
5896, 20, 13, 17, 13, 11, 10, 1, 7, 12, -1, -1, -1
5897, 12, 10, 13, 21, 13, 21, 3, 7, 12, -1, -1, -1
5898, 16, 11, 15, 16, 12, 15, 2, 7, 12, -1, -1, -1
5899, 17, 12, 19, 22, 14, 12, 3, 7, 12, -1, -1, -1
5900, 19, 11, 13, 9, 10, 16, 15, 11, 11, -1, -1, -1
5901, 15, 12, 14, 18, 13, 20, 1, 11, 11, -1, -1, -1
5902, 20, 12, 13, 16, 12, 16, 4, 11, 11, -1, -1, -1
5903, 12, 12, 20, 20, 13, 11, 2, 11, 11, -1, -1, -1
5904, 21, 12, 20, 12, 9, 11, 3, 11, 11, -1, -1, -1
5905, 12, 10, 19, 13, 10, 14, 15, 11, 9, -1, -1, -1
5906, 12, 11, 19, 13, 12, 12, 2, 11, 9, -1, -1, -1
5907, 17, 11, 17, 14, 14, 20, 3, 11, 9, -1, -1, -1
5908, 12, 13, 16, 10, 11, 14, 3, 11, 9, -1, -1, -1
5909, 12, 10, 10, 18, 13, 12, 1, 11, 9, -1, -1, -1
5910, 16, 13, 11, 15, 13, 18, 11, 9, 14, -1, -1, -1
5911, 12, 11, 18, 10, 11, 12, 3, 9, 14, -1, -1, -1
5912, 16, 12, 10, 11, 11, 12, 2, 9, 14, -1, -1, -1
5913, 11, 11, 13, 28, 13, 17, 3, 9, 14, -1, -1, -1
5914, 15, 12, 22, 15, 11, 21, 2, 9, 14, -1, -1, -1
5915, 15, 12, 12, 24, 13, 20, 12, 10, 19, -1, -1, -1
5916, 17, 13, 17, 17, 12, 18, 2, 10, 19, -1, -1, -1
5917, 22, 12, 17, 13, 13, 17, 3, 10, 19, -1, -1, -1
5918, 17, 12, 16, 14, 13, 12, 1, 10, 19, -1, -1, -1
5919, 12, 13, 10, 13, 12, 14, 2, 10, 19, -1, -1, -1
5920, 15, 11, 20, 20, 13, 13, 21, 8, 11, -1, -1, -1
5921, 15, 13, 12, 20, 12, 17, 3, 8, 11, -1, -1, -1
5922, 12, 12, 13, 19, 13, 16, 2, 8, 11, -1, -1, -1
5923, 17, 12, 18, 15, 12, 23, 2, 8, 11, -1, -1, -1
5924, 15, 13, 14, 16, 11, 16, 3, 8, 11, -1, -1, -1
5925, 32, 11, 15, 9, 14, 12, 13, 10, 14, -1, -1, -1
5926, 20, 13, 16, 16, 11, 17, 2, 10, 14, -1, -1, -1
5927, 9, 10, 14, 15, 13, 18, 1, 10, 14, -1, -1, -1
5928, 20, 11, 13, 14, 13, 21, 1, 10, 14, -1, -1, -1
5929, 15, 12, 10, 16, 12, 18, 1, 10, 14, -1, -1, -1
5930, 20, 12, 19, 21, 10, 12, 27, 11, 11, -1, -1, -1
5931, 19, 10, 19, 17, 13, 20, 1, 11, 11, -1, -1, -1
5932, 16, 11, 17, 18, 13, 19, 3, 11, 11, -1, -1, -1
5933, 16, 11, 15, 19, 13, 20, 3, 11, 11, -1, -1, -1
5934, 9, 12, 13, 22, 13, 18, 1, 11, 11, -1, -1, -1
5935, 15, 9, 11, 12, 11, 9, 17, 10, 10, -1, -1, -1
5936, 17, 13, 15, 10, 12, 18, 1, 10, 10, -1, -1, -1
5937, 10, 12, 15, 18, 12, 12, 3, 10, 10, -1, -1, -1
5938, 19, 12, 13, 16, 12, 15, 1, 10, 10, -1, -1, -1
5939, 21, 11, 9, 11, 13, 14, 2, 10, 10, -1, -1, -1
5940, 21, 13, 11, 12, 11, 20, 23, 12, 16, -1, -1, -1
5941, 16, 12, 18, 14, 14, 20, 2, 12, 16, -1, -1, -1
5942, 16, 12, 16, 18, 12, 18, 4, 12, 16, -1, -1, -1
5943, 19, 10, 14, 14, 10, 14, 1, 12, 16, -1, -1, -1
5944, 10, 12, 20, 19, 13, 15, 3, 12, 16, -1, -1, -1
5945, 19, 10, 17, 22, 10, 23, 16, 13, 9, -1, -1, -1
5946, 28, 12, 15, 23, 11, 14, 3, 13, 9, -1, -1, -1
5947, 9, 13, 12, 12, 12, 19, 1, 13, 9, -1, -1, -1
5948, 14, 13, 13, 19, 13, 19, 2, 13, 9, -1, -1, -1
5949, 13, 13, 14, 17, 14, 18, 2, 13, 9, -1, -1, -1
5950, 13, 12, 15, 18, 10, 20, 17, 11, 12, -1, -1, -1
5951, 13, 12, 13, 9, 10, 15, 3, 11, 12, -1, -1, -1
5952, 15, 12, 16, 17, 13, 21, 2, 11, 12, -1, -1, -1
5953, 15, 11, 17, 14, 10, 21, 1, 11, 12, -1, -1, -1
5954, 17, 12, 15, 16, 11, 16, 1, 11, 12, -1, -1, -1
5955, 13, 12, 16, 13, 13, 13, 19, 9, 10, -1, -1, -1
5956, 19, 12, 9, 15, 13, 19, 2, 9, 10, -1, -1, -1
5957, 18, 13, 17, 17, 10, 16, 3, 9, 10, -1, -1, -1
5958, 11, 12, 15, 17, 12, 21, 2, 9, 10, -1, -1, -1
5959, 17, 12, 24, 19, 13, 15, 2, 9, 10, -1, -1, -1
5960, 19, 14, 19, 14, 11, 17, 21, 11, 6, -1, -1, -1
5961, 16, 13, 19, 11, 13, 14, 2, 11, 6, -1, -1, -1
5962, 17, 11, 12, 23, 12, 17, 1, 11, 6, -1, -1, -1
5963, 25, 13, 15, 13, 13, 12, 2, 11, 6, -1, -1, -1
5964, 13, 8, 20, 24, 15, 18, 3, 11, 6, -1, -1, -1
5965, 15, 9, 10, 16, 12, 19, 15, 9, 5, -1, -1, -1
5966, 20, 14, 17, 21, 13, 14, 1, 9, 5, -1, -1, -1
5967, 19, 12, 21, 13, 13, 24, 2, 9, 5, -1, -1, -1
5968, 16, 11, 16, 12, 13, 14, 1, 9, 5, -1, -1, -1
5969, 15, 11, 18, 19, 13, 15, 2, 9, 5, -1, -1, -1
5970, 20, 11, 24, 19, 11, 14, 22, 6, 13, -1, -1, -1
5971, 9, 10, 17, 15, 12, 18, 3, 6, 13, -1, -1, -1
5972, 10, 11, 10, 16, 13, 11, 3, 6, 13, -1, -1, -1
5973, 16, 10, 19, 10, 13, 14, 1, 6, 13, -1, -1, -1
5974, 13, 12, 10, 13, 12, 18, 2, 6, 13, -1, -1, -1
5975, 17, 13, 17, 9, 11, 14, 19, 9, 13, -1, -1, -1
5976, 20, 10, 13, 17, 12, 11, 3, 9, 13, -1, -1, -1
5977, 26, 13, 11, 13, 11, 21, 2, 9, 13, -1, -1, -1
5978, 14, 14, 18, 16, 12, 12, 3, 9, 13, -1, -1, -1
5979, 14, 14, 15, 17, 13, 14, 2, 9, 13, -1, -1, -1
5980, 15, 12, 16, 8, 13, 19, 20, 13, 15, -1, -1, -1
5981, 26, 14, 13, 19, 13, 20, 1, 13, 15, -1, -1, -1
5982, 12, 13, 14, 11, 11, 10, 2, 13, 15, -1, -1, -1
5983, 16, 12, 15, 21, 13, 13, 2, 13, 15, -1, -1, -1
5984, 20, 13, 15, 13, 13, 16, 3, 13, 15, -1, -1, -1
5985, 9, 12, 13, 22, 14, 20, 9, 9, 12, -1, -1, -1
5986, 4, 13, 11, 20, 12, 14, 3, 9, 12, -1, -1, -1
5987, 19, 13, 14, 19, 12, 21, 2, 9, 12, -1, -1, -1
5988, 11, 11, 16, 15, 12, 16, 3, 9, 12, -1, -1, -1
5989, 24, 12, 16, 17, 13, 13, 3, 9, 12, -1, -1, -1
5990, 18, 11, 19, 17, 13, 21, 7, 12, 12, -1, -1, -1
5991, 16, 11, 21, 17, 12, 14, 1, 12, 12, -1, -1, -1
5992, 25, 13, 14, 22, 14, 21, 1, 12, 12, -1, -1, -1
5993, 22, 12, 17, 19, 13, 16, 2, 12, 12, -1, -1, -1
5994, 14, 14, 14, 15, 14, 16, 3, 12, 12, -1, -1, -1
5995, 19, 9, 13, 21, 12, 15, 12, 12, 10, -1, -1, -1
5996, 13, 12, 15, 9, 12, 10, 3, 12, 10, -1, -1, -1
5997, 15, 13, 23, 11, 13, 27, 2, 12, 10, -1, -1, -1
5998, 12, 12, 15, 29, 13, 22, 3, 12, 10, -1, -1, -1
5999, 12, 12, 11, 6, 11, 14, 3, 12, 10, -1, -1, -1
6000, 14, 13, 14, 15, 13, 19, 11, 6, 8, -1, -1, -1
6001, 16, 13, 20, 21, 13, 12, 1, 6, 8, -1, -1, -1
6002, 14, 11, 15, 21, 12, 12, 2, 6, 8, -1, -1, -1
6003, 21, 12, 16, 20, 10, 20, 3, 6, 8, -1, -1, -1
6004, 15, 13, 17, 23, 13, 15, 1, 6, 8, -1, -1, -1
6005, 15, 12, 13, 14, 13, 15, 15, 11, 14, -1, -1, -1
6006, 20, 10, 20, 17, 13, 23, 2, 11, 14, -1, -1, -1
6007, 15, 14, 22, 15, 14, 16, 2, 11, 14, -1, -1, -1
6008, 28, 11, 17, 24, 14, 19, 1, 11, 14, -1, -1, -1
6009, 21, 12, 18, 5, 9, 16, 2, 11, 14, -1, -1, -1
6010, 14, 11, 20, 20, 13, 16, 18, 11, 17, -1, -1, -1
6011, 18, 11, 11, 13, 14, 17, 2, 11, 17, -1, -1, -1
6012, 13, 12, 15, 11, 13, 19, 2, 11, 17, -1, -1, -1
6013, 21, 12, 12, 14, 12, 11, 3, 11, 17, -1, -1, -1
6014, 20, 14, 13, 18, 10, 12, 3, 11, 17, -1, -1, -1
6015, 14, 11, 19, 15, 13, 13, 14, 10, 6, -1, -1, -1
6016, 16, 10, 18, 14, 12, 16, 2, 10, 6, -1, -1, -1
6017, 14, 12, 15, 15, 12, 19, 3, 10, 6, -1, -1, -1
6018, 21, 11, 21, 16, 9, 25, 2, 10, 6, -1, -1, -1
6019, 20, 11, 16, 22, 14, 20, 4, 10, 6, -1, -1, -1
6020, 19, 12, 13, 20, 12, 18, 15, 12, 12, -1, -1, -1
6021, 14, 10, 12, 16, 13, 18, 3, 12, 12, -1, -1, -1
6022, 25, 14, 17, 12, 13, 16, 2, 12, 12, -1, -1, -1
6023, 14, 12, 13, 15, 14, 22, 2, 12, 12, -1, -1, -1
6024, 20, 12, 19, 23, 12, 21, 2, 12, 12, -1, -1, -1
6025, 9, 13, 12, 18, 12, 16, 19, 10, 10, -1, -1, -1
6026, 20, 12, 11, 17, 13, 19, 2, 10, 10, -1, -1, -1
6027, 10, 13, 14, 15, 11, 13, 2, 10, 10, -1, -1, -1
6028, 22, 11, 15, 17, 13, 14, 2, 10, 10, -1, -1, -1
6029, 15, 12, 17, 19, 15, 20, 1, 10, 10, -1, -1, -1
6030, 17, 11, 21, 21, 12, 14, 20, 11, 16, -1, -1, -1
6031, 18, 13, 14, 13, 13, 18, 2, 11, 16, -1, -1, -1
6032, 16, 13, 18, 16, 12, 10, 4, 11, 16, -1, -1, -1
6033, 9, 9, 10, 21, 11, 20, 3, 11, 16, -1, -1, -1
6034, 20, 12, 18, 16, 11, 16, 1, 11, 16, -1, -1, -1
6035, 6, 11, 19, 12, 12, 13, 20, 11, 10, -1, -1, -1
6036, 19, 12, 12, 17, 11, 17, 3, 11, 10, -1, -1, -1
6037, 14, 12, 18, 19, 12, 21, 1, 11, 10, -1, -1, -1
6038, 12, 13, 19, 20, 12, 13, 1, 11, 10, -1, -1, -1
6039, 17, 9, 22, 20, 13, 15, 1, 11, 10, -1, -1, -1
6040, 15, 13, 20, 14, 13, 18, 21, 9, 12, -1, -1, -1
6041, 21, 13, 16, 20, 12, 18, 1, 9, 12, -1, -1, -1
6042, 11, 10, 16, 18, 14, 17, 3, 9, 12, -1, -1, -1
6043, 15, 5, 11, 14, 4, 5, 3, 9, 12, -1, -1, -1
6044, 24, 12, 10, 24, 12, 10, 2, 9, 12, -1, -1, -1
6045, 16, 12, 21, 13, 11, 13, 18, 8, 18, -1, -1, -1
6046, 14, 14, 12, 25, 10, 10, 2, 8, 18, -1, -1, -1
6047, 16, 12, 14, 11, 12, 20, 2, 8, 18, -1, -1, -1
6048, 12, 11, 15, 16, 11, 9, 2, 8, 18, -1, -1, -1
6049, 21, 10, 20, 32, 14, 16, 1, 8, 18, -1, -1, -1
6050, 12, 10, 18, 18, 11, 14, 23, 13, 17, -1, -1, -1
6051, 13, 11, 12, 16, 13, 16, 1, 13, 17, -1, -1, -1
6052, 19, 11, 15, 14, 14, 17, 3, 13, 17, -1, -1, -1
6053, 20, 9, 16, 12, 14, 11, 1, 13, 17, -1, -1, -1
6054, 26, 12, 19, 15, 13, 17, 3, 13, 17, -1, -1, -1
6055, 16, 11, 16, 16, 12, 10, 20, 13, 14, -1, -1, -1
6056, 23, 11, 20, 22, 13, 13, 1, 13, 14, -1, -1, -1
6057, 6, 10, 21, 11, 13, 9, 3, 13, 14, -1, -1, -1
6058, 13, 12, 10, 22, 12, 16, 3, 13, 14, -1, -1, -1
6059, 10, 12, 19, 18, 12, 20, 1, 13, 14, -1, -1, -1
6060, 19, 11, 16, 16, 12, 12, 17, 12, 15, -1, -1, -1
6061, 19, 11, 28, 16, 12, 22, 3, 12, 15, -1, -1, -1
6062, 18, 13, 18, 11, 13, 10, 3, 12, 15, -1, -1, -1
6063, 21, 11, 21, 26, 12, 19, 1, 12, 15, -1, -1, -1
6064, 12, 11, 13, 24, 13, 12, 1, 12, 15, -1, -1, -1
6065, 21, 12, 13, 8, 13, 11, 16, 11, 13, -1, -1, -1
6066, 18, 14, 18, 25, 14, 19, 2, 11, 13, -1, -1, -1
6067, 16, 13, 14, 17, 9, 8, 2, 11, 13, -1, -1, -1
6068, 13, 9, 19, 14, 12, 14, 2, 11, 13, -1, -1, -1
6069, 11, 12, 15, 12, 10, 12, 1, 11, 13, -1, -1, -1
6070, 21, 13, 18, 18, 12, 14, 21, 11, 13, -1, -1, -1
6071, 16, 10, 13, 11, 12, 15, 2, 11, 13, -1, -1, -1
6072, 16, 13, 19, 14, 12, 16, 3, 11, 13, -1, -1, -1
6073, 13, 9, 22, 18, 12, 17, 1, 11, 13, -1, -1, -1
6074, 23, 12, 19, 6, 12, 13, 1, 11, 13, -1, -1, -1
6075, 11, 13, 13, 16, 12, 16, 15, 12, 12, -1, -1, -1
6076, 17, 11, 20, 7, 14, 18, 2, 12, 12, -1, -1, -1
6077, 15, 10, 18, 19, 12, 17, 2, 12, 12, -1, -1, -1
6078, 26, 9, 12, 14, 10, 16, 2, 12, 12, -1, -1, -1
6079, 9, 13, 16, 19, 11, 12, 2, 12, 12, -1, -1, -1
6080, 22, 8, 12, 28, 13, 16, 14, 11, 8, -1, -1, -1
6081, 10, 12, 16, 18, 10, 17, 2, 11, 8, -1, -1, -1
6082, 20, 11, 10, 15, 11, 14, 3, 11, 8, -1, -1, -1
6083, 13, 13, 17, 11, 13, 13, 2, 11, 8, -1, -1, -1
6084, 20, 12, 15, 19, 11, 18, 3, 11, 8, -1, -1, -1
6085, 17, 11, 14, 20, 12, 13, 21, 9, 17, -1, -1, -1
6086, 19, 14, 16, 23, 12, 17, 3, 9, 17, -1, -1, -1
6087, 10, 12, 19, 23, 12, 14, 2, 9, 17, -1, -1, -1
6088, 13, 9, 19, 12, 14, 16, 3, 9, 17, -1, -1, -1
6089, 20, 9, 21, 15, 14, 18, 2, 9, 17, -1, -1, -1
6090, 17, 12, 14, 11, 12, 10, 16, 10, 12, -1, -1, -1
6091, 14, 12, 11, 8, 12, 13, 2, 10, 12, -1, -1, -1
6092, 13, 10, 16, 23, 13, 15, 2, 10, 12, -1, -1, -1
6093, 15, 12, 14, 18, 12, 15, 1, 10, 12, -1, -1, -1
6094, 18, 11, 17, 21, 13, 15, 1, 10, 12, -1, -1, -1
6095, 17, 11, 16, 11, 11, 11, 16, 11, 15, -1, -1, -1
6096, 10, 10, 17, 15, 12, 22, 2, 11, 15, -1, -1, -1
6097, 12, 13, 11, 23, 14, 17, 3, 11, 15, -1, -1, -1
6098, 19, 12, 22, 13, 13, 19, 2, 11, 15, -1, -1, -1
6099, 16, 12, 11, 15, 13, 17, 3, 11, 15, -1, -1, -1
6100, 23, 13, 11, 15, 14, 20, 13, 12, 13, -1, -1, -1
6101, 14, 9, 18, 16, 11, 9, 3, 12, 13, -1, -1, -1
6102, 17, 11, 19, 16, 12, 15, 2, 12, 13, -1, -1, -1
6103, 23, 10, 23, 22, 12, 18, 1, 12, 13, -1, -1, -1
6104, 15, 13, 18, 11, 12, 22, 2, 12, 13, -1, -1, -1
6105, 12, 12, 17, 19, 13, 8, 24, 11, 8, -1, -1, -1
6106, 21, 12, 20, 17, 14, 15, 2, 11, 8, -1, -1, -1
6107, 21, 11, 20, 18, 13, 17, 1, 11, 8, -1, -1, -1
6108, 17, 11, 15, 15, 12, 19, 2, 11, 8, -1, -1, -1
6109, 26, 13, 13, 12, 11, 20, 3, 11, 8, -1, -1, -1
6110, 17, 12, 19, 18, 13, 20, 13, 10, 17, -1, -1, -1
6111, 19, 13, 14, 17, 11, 15, 2, 10, 17, -1, -1, -1
6112, 19, 12, 17, 17, 11, 18, 2, 10, 17, -1, -1, -1
6113, 19, 9, 18, 11, 14, 16, 3, 10, 17, -1, -1, -1
6114, 14, 10, 17, 24, 11, 18, 1, 10, 17, -1, -1, -1
6115, 23, 13, 18, 16, 12, 17, 15, 13, 15, -1, -1, -1
6116, 26, 11, 19, 10, 13, 16, 1, 13, 15, -1, -1, -1
6117, 20, 11, 23, 15, 13, 20, 2, 13, 15, -1, -1, -1
6118, 13, 11, 15, 25, 12, 12, 1, 13, 15, -1, -1, -1
6119, 21, 12, 12, 25, 13, 23, 2, 13, 15, -1, -1, -1
6120, 14, 12, 20, 18, 13, 14, 11, 12, 16, -1, -1, -1
6121, 16, 12, 10, 13, 13, 8, 2, 12, 16, -1, -1, -1
6122, 23, 14, 13, 23, 11, 18, 1, 12, 16, -1, -1, -1
6123, 9, 13, 11, 19, 13, 14, 3, 12, 16, -1, -1, -1
6124, 8, 14, 11, 11, 13, 17, 1, 12, 16, -1, -1, -1
6125, 11, 12, 13, 14, 12, 17, 20, 10, 19, -1, -1, -1
6126, 15, 13, 13, 18, 11, 18, 3, 10, 19, -1, -1, -1
6127, 8, 14, 14, 12, 13, 14, 4, 10, 19, -1, -1, -1
6128, 11, 11, 21, 20, 11, 12, 2, 10, 19, -1, -1, -1
6129, 19, 9, 11, 17, 11, 11, 2, 10, 19, -1, -1, -1
6130, 19, 12, 12, 23, 12, 8, 18, 8, 10, -1, -1, -1
6131, 20, 11, 19, 7, 13, 15, 1, 8, 10, -1, -1, -1
6132, 12, 10, 20, 14, 13, 22, 2, 8, 10, -1, -1, -1
6133, 20, 12, 13, 7, 11, 9, 3, 8, 10, -1, -1, -1
6134, 20, 13, 17, 13, 13, 20, 3, 8, 10, -1, -1, -1
6135, 12, 10, 12, 14, 11, 16, 21, 12, 14, -1, -1, -1
6136, 19, 11, 18, 10, 12, 15, 1, 12, 14, -1, -1, -1
6137, 14, 12, 12, 16, 12, 26, 2, 12, 14, -1, -1, -1
6138, 18, 12, 13, 11, 12, 13, 3, 12, 14, -1, -1, -1
6139, 8, 11, 15, 20, 13, 12, 3, 12, 14, -1, -1, -1
6140, 17, 13, 18, 11, 13, 21, 17, 12, 15, -1, -1, -1
6141, 16, 13, 16, 18, 14, 19, 2, 12, 15, -1, -1, -1
6142, 11, 11, 16, 18, 13, 18, 3, 12, 15, -1, -1, -1
6143, 23, 13, 11, 19, 14, 16, 1, 12, 15, -1, -1, -1
6144, 7, 12, 16, 15, 12, 22, 2, 12, 15, -1, -1, -1
6145, 15, 12, 24, 14, 11, 13, 23, 11, 15, -1, -1, -1
6146, 23, 10, 15, 15, 10, 10, 2, 11, 15, -1, -1, -1
6147, 12, 12, 12, 20, 14, 20, 2, 11, 15, -1, -1, -1
6148, 25, 11, 21, 7, 11, 13, 2, 11, 15, -1, -1, -1
6149, 11, 12, 15, 14, 12, 13, 1, 11, 15, -1, -1, -1
6150, 21, 11, 11, 11, 12, 10, 14, 11, 11, -1, -1, -1
6151, 17, 11, 14, 18, 13, 16, 1, 11, 11, -1, -1, -1
6152, 12, 13, 13, 16, 10, 20, 2, 11, 11, -1, -1, -1
6153, 9, 10, 12, 26, 14, 19, 1, 11, 11, -1, -1, -1
6154, 14, 12, 13, 15, 11, 9, 2, 11, 11, -1, -1, -1
6155, 28, 12, 16, 12, 14, 15, 18, 7, 10, -1, -1, -1
6156, 14, 12, 11, 16, 14, 12, 3, 7, 10, -1, -1, -1
6157, 13, 12, 14, 16, 14, 15, 1, 7, 10, -1, -1, -1
6158, 14, 12, 15, 17, 13, 22, 2, 7, 10, -1, -1, -1
6159, 13, 12, 17, 21, 11, 14, 2, 7, 10, -1, -1, -1
6160, 16, 12, 15, 17, 12, 17, 22, 12, 11, -1, -1, -1
6161, 20, 12, 20, 14, 12, 28, 2, 12, 11, -1, -1, -1
6162, 10, 10, 10, 19, 12, 15, 2, 12, 11, -1, -1, -1
6163, 10, 11, 11, 23, 12, 19, 2, 12, 11, -1, -1, -1
6164, 13, 12, 10, 19, 14, 12, 1, 12, 11, -1, -1, -1
6165, 16, 10, 12, 20, 10, 14, 11, 10, 16, -1, -1, -1
6166, 8, 12, 10, 17, 11, 19, 1, 10, 16, -1, -1, -1
6167, 15, 11, 24, 18, 13, 9, 1, 10, 16, -1, -1, -1
6168, 17, 13, 18, 21, 13, 14, 3, 10, 16, -1, -1, -1
6169, 23, 12, 20, 21, 13, 18, 1, 10, 16, -1, -1, -1
6170, 16, 10, 12, 19, 13, 18, 21, 11, 12, -1, -1, -1
6171, 15, 12, 17, 24, 11, 17, 1, 11, 12, -1, -1, -1
6172, 13, 12, 16, 21, 12, 17, 3, 11, 12, -1, -1, -1
6173, 11, 12, 14, 10, 8, 12, 3, 11, 12, -1, -1, -1
6174, 20, 12, 18, 15, 12, 21, 3, 11, 12, -1, -1, -1
6175, 18, 13, 11, 22, 13, 23, 10, 11, 12, -1, -1, -1
6176, 19, 12, 22, 23, 14, 15, 1, 11, 12, -1, -1, -1
6177, 13, 9, 14, 19, 13, 15, 1, 11, 12, -1, -1, -1
6178, 18, 12, 13, 15, 13, 18, 1, 11, 12, -1, -1, -1
6179, 20, 13, 15, 10, 14, 19, 4, 11, 12, -1, -1, -1
6180, 19, 9, 11, 14, 13, 13, 23, 14, 11, -1, -1, -1
6181, 17, 11, 21, 22, 13, 20, 1, 14, 11, -1, -1, -1
6182, 16, 14, 14, 14, 11, 13, 2, 14, 11, -1, -1, -1
6183, 18, 13, 11, 20, 13, 19, 1, 14, 11, -1, -1, -1
6184, 2, 13, 18, 21, 13, 15, 3, 14, 11, -1, -1, -1
6185, 11, 12, 11, 8, 13, 15, 17, 11, 8, -1, -1, -1
6186, 11, 11, 11, 20, 12, 12, 3, 11, 8, -1, -1, -1
6187, 23, 10, 26, 11, 10, 14, 2, 11, 8, -1, -1, -1
6188, 5, 12, 10, 17, 11, 19, 2, 11, 8, -1, -1, -1
6189, 28, 14, 19, 20, 10, 17, 3, 11, 8, -1, -1, -1
6190, 17, 13, 20, 13, 13, 14, 10, 12, 6, -1, -1, -1
6191, 20, 9, 17, 22, 12, 13, 2, 12, 6, -1, -1, -1
6192, 6, 8, 12, 15, 12, 15, 1, 12, 6, -1, -1, -1
6193, 12, 11, 17, 18, 12, 13, 2, 12, 6, -1, -1, -1
6194, 18, 11, 12, 18, 13, 15, 1, 12, 6, -1, -1, -1
6195, 14, 12, 17, 20, 11, 16, 17, 10, 9, -1, -1, -1
6196, 15, 9, 11, 16, 14, 14, 1, 10, 9, -1, -1, -1
6197, 24, 11, 13, 14, 13, 21, 2, 10, 9, -1, -1, -1
6198, 26, 11, 12, 17, 12, 16, 3, 10, 9, -1, -1, -1
6199, 14, 12, 16, 18, 12, 15, 1, 10, 9, -1, -1, -1
6200, 19, 11, 12, 14, 12, 13, 17, 12, 14, -1, -1, -1
6201, 13, 9, 15, 15, 14, 12, 1, 12, 14, -1, -1, -1
6202, 25, 12, 18, 16, 12, 22, 2, 12, 14, -1, -1, -1
6203, 13, 12, 13, 18, 12, 12, 1, 12, 14, -1, -1, -1
6204, 16, 12, 17, 12, 10, 17, 1, 12, 14, -1, -1, -1
6205, 17, 13, 14, 18, 13, 16, 13, 9, 17, -1, -1, -1
6206, 14, 11, 13, 13, 10, 15, 1, 9, 17, -1, -1, -1
6207, 24, 10, 18, 12, 13, 12, 1, 9, 17, -1, -1, -1
6208, 22, 13, 12, 13, 12, 11, 2, 9, 17, -1, -1, -1
6209, 17, 13, 14, 15, 11, 16, 3, 9, 17, -1, -1, -1
6210, 11, 13, 16, 18, 11, 18, 17, 10, 17, -1, -1, -1
6211, 16, 12, 20, 19, 13, 21, 1, 10, 17, -1, -1, -1
6212, 17, 10, 14, 15, 13, 16, 1, 10, 17, -1, -1, -1
6213, 20, 11, 9, 18, 13, 13, 4, 10, 17, -1, -1, -1
6214, 11, 12, 15, 8, 12, 6, 2, 10, 17, -1, -1, -1
6215, 30, 12, 14, 15, 12, 12, 20, 12, 15, -1, -1, -1
6216, 26, 12, 18, 15, 12, 21, 3, 12, 15, -1, -1, -1
6217, 16, 12, 11, 13, 11, 18, 1, 12, 15, -1, -1, -1
6218, 17, 12, 14, 18, 12, 18, 1, 12, 15, -1, -1, -1
6219, 14, 12, 20, 14, 14, 14, 2, 12, 15, -1, -1, -1
6220, 13, 13, 17, 7, 12, 13, 13, 6, 20, -1, -1, -1
6221, 15, 12, 17, 10, 10, 18, 1, 6, 20, -1, -1, -1
6222, 24, 10, 9, 10, 12, 19, 4, 6, 20, -1, -1, -1
6223, 19, 11, 18, 19, 14, 18, 3, 6, 20, -1, -1, -1
6224, 27, 10, 14, 18, 13, 14, 1, 6, 20, -1, -1, -1
6225, 15, 13, 17, 23, 14, 18, 15, 10, 9, -1, -1, -1
6226, 13, 12, 13, 15, 12, 12, 2, 10, 9, -1, -1, -1
6227, 22, 13, 20, 13, 11, 10, 2, 10, 9, -1, -1, -1
6228, 13, 11, 16, 16, 13, 16, 1, 10, 9, -1, -1, -1
6229, 19, 10, 15, 21, 13, 20, 3, 10, 9, -1, -1, -1
6230, 18, 12, 11, 12, 12, 19, 16, 11, 10, -1, -1, -1
